"id","name","party","state","vote.100000190","vote.100000191","vote.100000198","vote.100000199","vote.100000200","vote.100000201","vote.100000202","vote.100000203","vote.100000204","vote.100000205","vote.100000206","vote.100000207","vote.100000208","vote.100000209","vote.100000210","vote.100000211","vote.100000212","vote.100000213","vote.100000214","vote.100000215","vote.100000216","vote.100000217","vote.100000218","vote.100000219","vote.100000220","vote.100000221","vote.100000222","vote.100000223","vote.100000224","vote.100000225","vote.100000226","vote.100000227","vote.100000228","vote.100000229","vote.100000230","vote.100000231","vote.100000232","vote.100000233","vote.100000234","vote.100000235","vote.100000236","vote.100000237","vote.100000238","vote.100000239","vote.100000240","vote.100000241","vote.100000242","vote.100000243","vote.100000244","vote.100000245","vote.100000246","vote.100000247","vote.100000248","vote.100000249","vote.100000250","vote.100000251","vote.100000252","vote.100000253","vote.100000254","vote.100000255","vote.100000256","vote.100000257","vote.100000258","vote.100000259","vote.100000260","vote.100000261","vote.100000262","vote.100000263","vote.100000264","vote.100000265","vote.100000266","vote.100000267","vote.100000268","vote.100000269","vote.100000270","vote.100000271","vote.100000272","vote.100000707","vote.100000753","vote.100000754","vote.100000755","vote.100000756","vote.100000757","vote.100000758","vote.100000759","vote.100000760","vote.100000761","vote.141","vote.161","vote.181","vote.184","vote.203","vote.205","vote.225","vote.285","vote.385","vote.405","vote.425","vote.446","vote.465","vote.546","vote.586"
190,"EUJACIO SIMOES","PL","BA",NA,2,2,2,NA,NA,NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,NA,NA,1,1,2,1,1,1,NA,NA,2,1,1,1,NA,2,1,NA,1,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,4,4,4
39,"EULER RIBEIRO","PFL","AM",2,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,NA,2,2,2,2,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,NA,NA,2,1,2,NA,2,1,2,2,2,1,NA,2,NA,1,2,1,1,1,4,1,4,2,1,1,4,1,1,4
295,"EURICO MIRANDA","PPB","RJ",2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,1,2,2,1,2,2,1,NA,NA,1,1,2,1,NA,NA,1,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,2,1,1,NA,2,1,1,1,NA,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,4,4,4,1,4,4,4,4,4,4,4
47,"EURIPEDES MIRANDA","PDT","RO",1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,NA,2,2,2,2,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,2,1,2,2,3,2,1,2,1,1,1,1,2,1,3,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,3,1,2,1,1,1,1,1,2,4,1
48,"EXPEDITO JUNIOR","PFL","RO",2,2,NA,NA,2,2,2,2,2,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,2,1,NA,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,4,1,4,2,1,1,2,1,1,4
495,"EZIDIO PINHEIRO","PSDB","RS",2,1,2,1,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,NA,2,2,1,2,1,2,1,NA,1,NA,2,2,2,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,NA,1,2,2,1,1,2,1,1,1,1,2,1,1,1,4,4,1,2,1,1,2,1,1,4
352,"FABIO FELDMANN","PSDB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,NA,1,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,4,4,4,1,4,4,4,2,1,4,4
11,"FATIMA PELAES","PSDB","AP",2,2,2,2,2,2,2,2,NA,1,1,2,2,2,2,2,1,2,2,2,1,2,2,NA,NA,1,2,2,1,2,2,1,3,NA,1,1,NA,1,1,1,3,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,2,2,1,1,2,2,1,NA,1,NA,3,NA,1,2,2,2,1,2,3,2,1,1,2,2,1,2,1,1,1,2,1,1,4,4,4,4,4,4,5
353,"FAUSTO MARTELLO","PPB","SP",NA,NA,NA,NA,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,1,NA,2,NA,NA,NA,NA,1,2,NA,1,2,NA,2,2,NA,NA,NA,1,1,NA,NA,4,4,4,1,4,4,4,1,4,4,4,4,4,1,4
113,"FELIPE MENDES","PPB","PI",2,2,NA,NA,2,2,2,2,2,1,2,2,2,NA,NA,2,1,2,2,2,1,2,1,2,2,1,2,2,1,NA,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,4,4,1,2,1,1,4,4,1,4
191,"FELIX MENDONCA","PTB","BA",NA,2,NA,NA,2,2,NA,2,2,1,2,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,4,2,1,1,4
233,"FERNANDO DINIZ","PMDB","MG",2,2,NA,NA,NA,2,2,2,NA,1,1,2,NA,NA,NA,2,1,2,NA,NA,1,2,2,2,2,1,2,2,1,2,2,1,NA,NA,1,1,1,1,NA,1,NA,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,1,2,2,NA,NA,NA,2,2,NA,1,NA,2,2,1,2,2,2,NA,2,2,2,1,2,1,1,1,4,4,1,4,4,1,2,1,1,4
141,"FERNANDO FERRO","PT","PE",2,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,NA,1,1,2,2,1,2,1,2,2,2,3,2,NA,2,2,1,2,2,1,2,2,2,2,NA,2,2,2,2,NA,1,2,1,2,1,NA,2,1,2,2,2,2,1,1,2,2,2,NA,NA,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,4,4,4,4,1,1,1,1,4,2,2,4
296,"FERNANDO GABEIRA","PV","RJ",2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,1,2,2,2,1,2,NA,2,2,1,2,NA,1,2,2,2,NA,NA,NA,2,2,NA,NA,NA,3,1,2,NA,1,1,1,2,2,2,2,1,1,3,2,2,1,1,1,3,1,NA,1,2,2,1,1,2,1,1,1,3,2,2,1,2,3,4,1,3,1,1,3,2,2,1
297,"FERNANDO GONCALVES","PTB","RJ",2,2,2,NA,2,2,2,2,2,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,3,1,1,1,NA,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
298,"FERNANDO LOPES","PDT","RJ",1,1,NA,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,NA,1,2,1,2,1,2,NA,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1
142,"FERNANDO LYRA","PSB","PE",2,NA,NA,NA,1,1,1,NA,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,2,1,2,NA,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,4,2,4,4,4,4,4,4,4,4
446,"FERNANDO RIBAS CARLI","PPB","PR",2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,NA,2,NA,3,2,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,2,NA,NA,NA,3,1,2,1,NA,2,2,1,1,NA,2,1,1,1,2,2,2,2,2,NA,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,4,4,2,1,1,4,1,1,4
168,"FERNANDO TORRES","PSDB","AL",NA,NA,NA,NA,NA,2,2,2,2,1,1,1,NA,NA,NA,2,1,2,2,2,1,2,2,1,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,1,2,1,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,1,2,2,NA,1,2,2,1,NA,NA,NA,2,NA,1,2,NA,NA,1,NA,2,2,2,1,1,1,3,3,4,4,1,4,2,4,4,4,4,4,4,4,4
354,"FERNANDO ZUPPO","PDT","SP",1,1,1,NA,1,1,1,NA,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,2,2,1,2,2,1,2,2,2,NA,NA,2,2,NA,NA,NA,1,2,1,2,NA,NA,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,4,1,2,4,1,1,1,1,2,2,5
496,"FETTER JUNIOR","PPB","RS",1,2,1,2,2,2,2,2,2,1,1,3,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,NA,1,1,1,NA,1,1,2,2,1,1,2,1,1,1,NA,NA,1,2,NA,1,2,NA,1,1,NA,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,NA,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,4,1
274,"FEU ROSA","PSDB","ES",2,1,2,2,2,2,2,2,2,1,1,1,1,1,NA,1,1,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,NA,1,1,2,2,NA,1,1,2,1,1,2,1,2,1,NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,1,2,1,1,2,2,NA,1,2,2,1,1,1,2,1,1,1,2,NA,2,1,2,1,2,1,NA,1,2,1,2,1,1,1,4,1,1,4,1,1,2,1,1,4
92,"FIRMO DE CASTRO","PSDB","CE",2,2,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,NA,3,3,NA,1,1,2,1,NA,1,1,2,NA,NA,NA,3,3,3,1,NA,NA,3,3,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,NA,2,2,1,1,1,NA,1,NA,1,2,2,2,1,2,2,2,1,2,NA,1,3,2,3,4,4,4,4,1,2,1,1,2,4,1,4
447,"FLAVIO ARNS","PSDB","PR",2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,NA,2,2,1,2,1,1,2,2,2,2,2,2,2,1,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,2,1,1,1,4,1,4,4,4,4,4,4,4,4
434,"FLAVIO DERZI","PPB","MS",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,NA,NA,1,2,2,1,NA,2,1,2,NA,1,NA,1,1,1,NA,1,2,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,1,2,2,1,1,1,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,2,NA,4,4,4,4,4,4,4,4,2,3,1,2,1,4,4
596,"FLAVIO PALMIER DA VEIGA","PSDB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"FRANCISCO COELHO","PFL","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,1,4,4,4,2,4,4,2,4,4,4
299,"FRANCISCO DORNELLES","PPB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,1,2,NA,1,1,1,1,NA,NA,1,1,NA,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,4,4,4,3,1,4,4,1,4
521,"FRANCISCO HORTA","PFL","MG",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,1,2,2,1,1,1,NA,2,2,1,2,NA,2,1,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"FRANCISCO RODRIGUES","PTB","RR",2,2,NA,1,2,2,2,2,2,1,2,2,2,NA,2,NA,1,2,2,2,1,2,2,2,2,NA,2,2,1,2,2,1,2,NA,1,1,1,2,NA,NA,NA,NA,1,NA,2,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,NA,NA,NA,2,1,1,1,2,2,1,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,4,2,1,1,2,1,1,5
300,"FRANCISCO SILVA","PPB","RJ",1,1,NA,NA,1,2,2,1,1,2,1,1,1,NA,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,NA,NA,1,1,1,1,1,1,1,2,1,1,NA,1,1,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,NA,2,NA,NA,1,1,2,NA,2,1,1,2,1,1,1,2,2,2,1,4,2,4,1,1,1,1,1,2,2,4
355,"FRANCO MONTORO","PSDB","SP",2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,2,NA,NA,2,1,1,2,2,1,1,2,2,1,NA,NA,2,1,1,1,2,NA,2,1,2,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
63,"FREIRE JUNIOR","PMDB","TO",NA,NA,2,2,2,2,1,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,NA,1,NA,1,1,NA,1,1,2,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,1,NA,NA,NA,1,1,1,2,1,1,1,2,2,NA,1,2,2,2,1,2,1,1,4,4,4,4,2,1,4,4,4,1,4
75,"GASTAO VIEIRA","PMDB","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,2,1,1,1,2,NA,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,2,1,1,2,4,2,4
193,"GEDDEL VIEIRA LIMA","PMDB","BA",NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,NA,NA,1,1,2,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,2,NA,1,1,2,NA,1,1,1,2,2,1,2,NA,2,2,1,2,2,NA,NA,2,NA,NA,1,2,1,1,4,4,1,1,2,4,4,4,1,4,4
234,"GENESIO BERNARDINO","PMDB","MG",2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,NA,2,1,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,1,2,1,1,2,1,1,1,NA,NA,3,1,1,NA,NA,NA,1,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,NA,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
599,"GERALDO PASTANA","PT","PA",2,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,NA,NA,1,2,2,1,2,NA,2,2,2,1,2,NA,2,2,1,2,2,1,2,2,2,NA,NA,2,2,2,2,NA,1,2,1,NA,1,NA,2,1,2,2,NA,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,4,4,4,4,1,1,1,4,1,2,4,4
497,"GERMANO RIGOTTO","PMDB","RS",2,1,NA,2,2,2,1,1,2,1,NA,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,NA,2,2,1,1,NA,1,1,NA,1,NA,2,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,NA,2,2,1,1,2,1,2,NA,2,2,2,1,2,1,1,1,4,4,1,2,1,4,4,4,1,4
23,"GERSON PERES","PPB","PA",NA,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,1,2,1,4,1,2,4,1,4,4,1,2,1,1,4
12,"GERVASIO OLIVEIRA","PDT","AP",NA,NA,1,NA,1,1,1,NA,1,2,1,1,1,NA,NA,1,2,1,1,1,2,1,NA,NA,NA,2,1,1,2,2,1,2,1,NA,2,2,2,2,NA,NA,2,1,2,NA,1,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,NA,1,1,1,2,1,NA,1,2,2,1,1,NA,1,NA,1,2,4,4,4,4,4,2,1,1,1,1,1,4,2,4
401,"GILNEY VIANA","PT","MT",NA,NA,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,NA,NA,1,1,1,1,NA,1,1,2,2,1,2,1,2,2,2,1,2,NA,2,2,1,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,NA,2,2,2,1,2,4,4,1,1,1,1,1,2,2,1
133,"GILVAN FREIRE","PSB","PB",NA,1,NA,NA,1,1,1,1,NA,2,1,1,2,1,NA,1,2,1,1,1,2,1,1,NA,NA,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,2,2,1,2,NA,1,2,2,2,NA,NA,NA,2,2,NA,NA,1,2,1,NA,NA,NA,1,NA,2,2,2,2,1,1,2,2,2,1,1,1,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,1,1,1,4,4,4,2,5
25,"GIOVANNI QUEIROZ","PDT","PA",1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,2,2,NA,2,2,NA,2,2,2,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA,1,1,2,2,NA,2,2,2,1,1,1,1,2,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,4
93,"GONZAGA MOTA","PMDB","CE",2,2,1,2,2,2,1,2,2,1,1,2,2,NA,2,2,1,2,2,3,1,2,1,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,NA,NA,2,2,1,1,1,NA,NA,1,1,2,2,2,1,2,2,NA,1,1,2,2,1,2,1,1,1,2,4,1,2,1,1,2,1,1,5
143,"GONZAGA PATRIOTA","PSB","PE",2,1,1,NA,1,1,1,1,1,2,1,1,NA,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,2,2,2,NA,NA,NA,2,2,NA,NA,1,2,1,2,1,1,1,1,2,NA,2,2,1,1,NA,NA,NA,1,NA,1,2,NA,NA,1,1,2,1,1,NA,NA,1,1,2,4,4,1,4,4,4,4,1,1,1,4,2,2,4
194,"HAROLDO LIMA","PCdoB","BA",1,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,NA,1,1,NA,1,NA,1,1,2,2,1,2,1,2,2,2,2,2,NA,NA,NA,1,2,NA,1,2,2,2,NA,NA,2,2,2,2,NA,1,2,NA,1,1,NA,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,NA,NA,2,1,1,1,2,2,2,4,2,1,2,1,1,1,1,1,2,4,1
560,"HAROLDO SABOIA","PT","MA",2,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,NA,1,2,2,1,2,NA,2,2,2,2,2,NA,NA,NA,NA,2,2,NA,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,1,2,1,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,1,2,2,1,1,NA,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,4
356,"HELIO BICUDO","PT","SP",NA,NA,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,2,2,1,2,2,1,2,2,2,NA,NA,2,2,2,2,NA,1,2,1,2,NA,NA,2,1,2,2,2,2,1,1,2,2,2,3,1,1,NA,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,4,4,4,4,1,1,1,1,1,2,2,4
357,"HELIO ROSAS","PMDB","SP",2,1,NA,NA,2,1,2,2,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,2,NA,NA,2,2,NA,2,3,1,2,3,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,2,1,1,2,NA,1,1,1,2,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,1,2,1,1,2,1,4,4
123,"HENRIQUE EDUARDO ALVES","PMDB","RN",2,2,2,2,NA,1,1,2,1,NA,2,2,2,2,NA,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1,2,2,2,1,2,2,2,1,2,1,4,4,2,4,4,4,4,1,4,4,4,4
114,"HERACLITO FORTES","PFL","PI",2,2,2,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,1,2,3,2,3,1,2,2,1,2,2,1,2,NA,1,1,1,1,3,3,3,3,NA,NA,2,1,1,1,NA,NA,3,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,2,2,3,2,NA,2,2,2,1,2,3,3,1,2,2,2,1,2,1,4,4,2,1,1,2,4,1,2,4,1,5
235,"HERCULANO ANGHINETTI","PPB","MG",NA,NA,NA,2,NA,NA,NA,NA,2,1,2,2,2,2,3,NA,NA,2,2,2,1,2,2,2,2,1,2,2,NA,NA,NA,1,2,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
